531.000000 104 88 -0.725324 2.909114 0.104698 3.000000 0.004937 -0.005985 -0.000171 0.007760 0.000000 -0.000000 0.000000 0.000000 -0.001917 -0.004613 -0.000211 0.005000
531.000000 104 89 -0.725655 2.910444 0.052357 3.000000 0.004939 -0.005987 -0.000085 0.007762 0.000000 0.000000 0.000000 0.000000 -0.001918 -0.004615 -0.000105 0.004999
531.000000 104 90 -0.725766 2.910887 0.000000 3.000000 0.004940 -0.005988 -0.000000 0.007763 0.000000 0.000000 -0.000000 0.000000 -0.001918 -0.004616 -0.000000 0.004999
531.000000 104 91 -0.725655 2.910444 -0.052357 3.000000 0.004939 -0.005987 0.000085 0.007762 0.000000 0.000000 0.000000 0.000000 -0.001918 -0.004615 0.000105 0.004999
531.000000 104 92 -0.725324 2.909114 -0.104698 3.000000 0.004937 -0.005985 0.000171 0.007760 0.000000 -0.000000 0.000000 0.000000 -0.001917 -0.004613 0.000211 0.005000
531.000000 105 87 -0.775393 2.893806 0.157008 3.000000 0.005000 -0.005895 -0.000256 0.007734 -0.000000 0.000000 -0.000000 0.000000 -0.001818 -0.004646 -0.000316 0.004999
531.000000 105 88 -0.775984 2.896012 0.104698 3.000000 0.005004 -0.005900 -0.000171 0.007738 0.000000 -0.000000 0.000000 0.000000 -0.001819 -0.004650 -0.000211 0.004998
531.000000 105 89 -0.776339 2.897336 0.052357 3.000000 0.005006 -0.005902 -0.000085 0.007740 0.000000 0.000000 0.000000 0.000000 -0.001820 -0.004652 -0.000105 0.004997
531.000000 105 90 -0.776457 2.897777 0.000000 3.000000 0.005007 -0.005903 -0.000000 0.007741 0.000000 -0.000000 -0.000000 0.000000 -0.001820 -0.004653 -0.000000 0.004996
531.000000 105 91 -0.776339 2.897336 -0.052357 3.000000 0.005006 -0.005902 0.000085 0.007740 0.000000 0.000000 0.000000 0.000000 -0.001820 -0.004652 0.000105 0.004997
531.000000 105 92 -0.775984 2.896012 -0.104698 3.000000 0.005004 -0.005900 0.000171 0.007738 0.000000 -0.000000 0.000000 0.000000 -0.001819 -0.004650 0.000211 0.004998
531.000000 105 93 -0.775393 2.893806 -0.157008 3.000000 0.005000 -0.005895 0.000256 0.007734 -0.000000 0.000000 0.000000 0.000000 -0.001818 -0.004646 0.000316 0.004999
531.000000 106 87 -0.825779 2.879833 0.157008 3.000000 0.005066 -0.005809 -0.000256 0.007712 -0.000000 -0.000000 -0.000000 0.000000 -0.001719 -0.004682 -0.000316 0.004998
531.000000 106 88 -0.826408 2.882028 0.104698 3.000000 0.005070 -0.005813 -0.000171 0.007715 0.000000 0.000000 0.000000 0.000000 -0.001720 -0.004686 -0.000211 0.004996
531.000000 106 89 -0.826786 2.883346 0.052357 3.000000 0.005072 -0.005816 -0.000085 0.007717 0.000000 0.000000 0.000000 0.000000 -0.001721 -0.004688 -0.000105 0.004995
531.000000 106 90 -0.826912 2.883785 0.000000 3.000000 0.005073 -0.005817 -0.000000 0.007718 0.000000 -0.000000 -0.000000 0.000000 -0.001721 -0.004689 -0.000000 0.004995
531.000000 106 91 -0.826786 2.883346 -0.052357 3.000000 0.005072 -0.005816 0.000085 0.007717 0.000000 0.000000 0.000000 0.000000 -0.001721 -0.004688 0.000105 0.004995
531.000000 106 92 -0.826408 2.882028 -0.104698 3.000000 0.005070 -0.005813 0.000171 0.007715 0.000000 0.000000 0.000000 0.000000 -0.001720 -0.004686 0.000211 0.004996
531.000000 106 93 -0.825779 2.879833 -0.157008 3.000000 0.005066 -0.005809 0.000256 0.007712 -0.000000 -0.000000 0.000000 0.000000 -0.001719 -0.004682 0.000316 0.004998
531.000000 107 86 -0.874979 2.861926 0.209269 3.000000 0.005124 -0.005714 -0.000341 0.007683 0.000000 0.000000 0.000000 0.000000 -0.001618 -0.004711 -0.000421 0.004999
531.000000 107 87 -0.875913 2.864983 0.157008 3.000000 0.005130 -0.005720 -0.000256 0.007688 -0.000000 -0.000000 -0.000000 0.000000 -0.001620 -0.004716 -0.000316 0.004997
531.000000 107 88 -0.876581 2.867167 0.104698 3.000000 0.005134 -0.005725 -0.000171 0.007691 0.000000 -0.000000 0.000000 0.000000 -0.001621 -0.004720 -0.000211 0.004995
531.000000 107 89 -0.876982 2.868477 0.052357 3.000000 0.005136 -0.005727 -0.000085 0.007694 0.000000 -0.000000 0.000000 0.000000 -0.001622 -0.004722 -0.000105 0.004994
531.000000 107 90 -0.877115 2.868914 0.000000 3.000000 0.005137 -0.005728 -0.000000 0.007694 0.000000 -0.000000 -0.000000 0.000000 -0.001622 -0.004723 -0.000000 0.004994
531.000000 107 91 -0.876982 2.868477 -0.052357 3.000000 0.005136 -0.005727 0.000085 0.007694 0.000000 -0.000000 0.000000 0.000000 -0.001622 -0.004722 0.000105 0.004994
531.000000 107 92 -0.876581 2.867167 -0.104698 3.000000 0.005134 -0.005725 0.000171 0.007691 0.000000 -0.000000 0.000000 0.000000 -0.001621 -0.004720 0.000211 0.004995
531.000000 107 93 -0.875913 2.864983 -0.157008 3.000000 0.005130 -0.005720 0.000256 0.007688 -0.000000 -0.000000 0.000000 0.000000 -0.001620 -0.004716 0.000316 0.004997
531.000000 107 94 -0.874979 2.861926 -0.209269 3.000000 0.005124 -0.005714 0.000341 0.007683 0.000000 0.000000 0.000000 0.000000 -0.001618 -0.004711 0.000421 0.004999
531.000000 108 86 -0.924793 2.846219 0.209269 3.000000 0.005187 -0.005624 -0.000341 0.007659 -0.000000 0.000000 0.000000 0.000000 -0.001519 -0.004744 -0.000421 0.004999
531.000000 108 87 -0.925780 2.849259 0.157008 3.000000 0.005192 -0.005630 -0.000256 0.007663 0.000000 -0.000000 -0.000000 0.000000 -0.001521 -0.004749 -0.000316 0.004997
531.000000 108 88 -0.926486 2.851431 0.104698 3.000000 0.005196 -0.005635 -0.000171 0.007667 0.000000 -0.000000 0.000000 0.000000 -0.001522 -0.004753 -0.000211 0.004995
531.000000 108 89 -0.926910 2.852735 0.052357 3.000000 0.005199 -0.005637 -0.000085 0.007669 0.000000 -0.000000 0.000000 0.000000 -0.001522 -0.004755 -0.000105 0.004994
531.000000 108 90 -0.927051 2.853170 0.000000 3.000000 0.005200 -0.005638 -0.000000 0.007670 0.000000 0.000000 -0.000000 0.000000 -0.001523 -0.004756 -0.000000 0.004993
531.000000 108 91 -0.926910 2.852735 -0.052357 3.000000 0.005199 -0.005637 0.000085 0.007669 0.000000 -0.000000 0.000000 0.000000 -0.001522 -0.004755 0.000105 0.004994
531.000000 108 92 -0.926486 2.851431 -0.104698 3.000000 0.005196 -0.005635 0.000171 0.007667 0.000000 -0.000000 0.000000 0.000000 -0.001522 -0.004753 0.000211 0.004995
531.000000 108 93 -0.925780 2.849259 -0.157008 3.000000 0.005192 -0.005630 0.000256 0.007663 0.000000 -0.000000 0.000000 0.000000 -0.001521 -0.004749 0.000316 0.004997
531.000000 108 94 -0.924793 2.846219 -0.209269 3.000000 0.005187 -0.005624 0.000341 0.007659 -0.000000 0.000000 0.000000 0.000000 -0.001519 -0.004744 0.000421 0.004999
